ObjectID,GlobalId,Name,Description,ObjectType,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m)
6460,2IoLg3C_j4hfGVyffEB1Pb,Basic Wall:_H-DW-1_12 cm:882524,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.80,31.92,30.68,26.50
6546,2TBa2VKuP4GuO7mrE26PEt,Basic Wall:_H-DW-1_12 cm:891503,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.55,11.10,30.68,26.50
6632,1hNzObREj72RYVuaReoGCK,Basic Wall:_H-DW-1_12 cm:893959,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.68,12.75,30.68,26.50
6719,1hNzObREj72RYVuaReoG4k,Basic Wall:_H-DW-2_12 cm FB120':894525,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.58,10.89,30.68,26.50
6812,1hNzObREj72RYVuaReoG5r,Basic Wall:_H-DW-2_12 cm FB120':894566,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.47,27.03,30.68,26.50
6905,2fADMqatP2euXlt5CAgHv$,Basic Wall:_H-DW-1_12 cm:923703,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.44,9.61,30.68,26.50
6991,221MCLFBbDFeZzRxZ$VSrF,Basic Wall:_H-DW-3_12 cm CH_FB120':949728,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,3.41,59.48,30.68,26.50
7084,221MCLFBbDFeZzRxZ$VSzz,Basic Wall:_H-DW-1_12 cm:950226,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7170,221MCLFBbDFeZzRxZ$VJ3i,Basic Wall:_H-DW-1_12 cm:950339,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7256,221MCLFBbDFeZzRxZ$VJ7e,Basic Wall:_H-DW-1_12 cm:950599,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7342,221MCLFBbDFeZzRxZ$VJ7d,Basic Wall:_H-DW-1_12 cm:950600,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7428,221MCLFBbDFeZzRxZ$VJ70,Basic Wall:_H-DW-1_12 cm:950639,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7514,221MCLFBbDFeZzRxZ$VJ7V,Basic Wall:_H-DW-1_12 cm:950640,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7600,221MCLFBbDFeZzRxZ$VJ4u,Basic Wall:_H-DW-1_12 cm:950679,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7686,221MCLFBbDFeZzRxZ$VJ4t,Basic Wall:_H-DW-1_12 cm:950680,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7772,221MCLFBbDFeZzRxZ$VJ4L,Basic Wall:_H-DW-1_12 cm:950714,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7858,221MCLFBbDFeZzRxZ$VJ4K,Basic Wall:_H-DW-1_12 cm:950715,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.41,59.48,30.68,26.50
7944,221MCLFBbDFeZzRxZ$VJ59,Basic Wall:_H-DW-1_12 cm:950758,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.37,58.83,30.63,26.50
8757,221MCLFBbDFeZzRxZ$VJ8x,Basic Wall:_H-DW-1_12 cm:950932,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,20.04,353.64,30.63,26.50
8850,221MCLFBbDFeZzRxZ$VJ9N,Basic Wall:_H-DW-4_20 cm RX:951032,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,4.23,46.48,30.63,26.50
8973,221MCLFBbDFeZzRxZ$VJD7,Basic Wall:_H-DW-3_12 cm CH_FB120':951272,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.12,3.77,30.68,26.50
9108,221MCLFBbDFeZzRxZ$VJJH,Basic Wall:_H-DW-3_12 cm CH_FB120':951422,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.12,3.77,30.68,26.50
9242,221MCLFBbDFeZzRxZ$VJJG,Basic Wall:_H-DW-1_12 cm:951423,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
9369,221MCLFBbDFeZzRxZ$VJgS,Basic Wall:_H-DW-3_12 cm CH_FB120':952883,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.12,3.77,30.68,26.50
9503,221MCLFBbDFeZzRxZ$VJeh,Basic Wall:_H-DW-3_12 cm CH_FB120':952964,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.12,3.77,30.68,26.50
9637,221MCLFBbDFeZzRxZ$VJeg,Basic Wall:_H-DW-1_12 cm:952965,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
9764,221MCLFBbDFeZzRxZ$VJe$,Basic Wall:_H-DW-1_12 cm:952976,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
9891,221MCLFBbDFeZzRxZ$VJe_,Basic Wall:_H-DW-1_12 cm:952977,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10018,221MCLFBbDFeZzRxZ$VJen,Basic Wall:_H-DW-1_12 cm:952990,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10145,221MCLFBbDFeZzRxZ$VJem,Basic Wall:_H-DW-1_12 cm:952991,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10272,221MCLFBbDFeZzRxZ$VJe1,Basic Wall:_H-DW-1_12 cm:953006,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10399,221MCLFBbDFeZzRxZ$VJe0,Basic Wall:_H-DW-1_12 cm:953007,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10526,221MCLFBbDFeZzRxZ$VJeJ,Basic Wall:_H-DW-1_12 cm:953020,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10653,221MCLFBbDFeZzRxZ$VJeI,Basic Wall:_H-DW-1_12 cm:953021,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10780,221MCLFBbDFeZzRxZ$VJfZ,Basic Wall:_H-DW-1_12 cm:953036,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
10936,221MCLFBbDFeZzRxZ$VJfY,Basic Wall:_H-DW-1_12 cm:953037,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.19,4.27,30.63,26.50
11134,221MCLFBbDFeZzRxZ$VJfp,Basic Wall:_H-DW-4_20 cm RX:953052,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,0.41,5.84,30.63,26.50
11261,221MCLFBbDFeZzRxZ$VJkk,Basic Wall:_H-DW-1_12 cm:953089,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
11388,221MCLFBbDFeZzRxZ$VJkZ,Basic Wall:_H-DW-1_12 cm:953100,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
11515,221MCLFBbDFeZzRxZ$VJkY,Basic Wall:_H-DW-1_12 cm:953101,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
11642,221MCLFBbDFeZzRxZ$VJkp,Basic Wall:_H-DW-1_12 cm:953116,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
11769,221MCLFBbDFeZzRxZ$VJko,Basic Wall:_H-DW-1_12 cm:953117,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
11896,221MCLFBbDFeZzRxZ$VJk7,Basic Wall:_H-DW-1_12 cm:953128,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
12023,221MCLFBbDFeZzRxZ$VJk6,Basic Wall:_H-DW-1_12 cm:953129,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
12150,221MCLFBbDFeZzRxZ$VJkV,Basic Wall:_H-DW-1_12 cm:953136,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
12277,221MCLFBbDFeZzRxZ$VJkU,Basic Wall:_H-DW-1_12 cm:953137,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.74,30.68,26.50
12507,221MCLFBbDFeZzRxZ$VJkJ,Basic Wall:_H-DW-1_12 cm:953148,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.29,6.25,30.68,26.50
12598,221MCLFBbDFeZzRxZ$VJlG,Basic Wall:_H-DW-1_12 cm:953215,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.84,83.91,30.68,26.50
12684,0oy0c$JG58ehtCv_JUAVZS,Basic Wall:_H-DW-4_20 cm RX:954590,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,5.90,60.80,30.63,26.50
12770,0oy0c$JG58ehtCv_JUAVYQ,Basic Wall:_H-DW-1_12 cm:954591,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.50,79.51,30.63,26.50
12856,0oy0c$JG58ehtCv_JUAVWD,Basic Wall:_H-DW-2_12 cm FB120':954592,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,13.19,228.27,30.63,26.50
13123,0oy0c$JG58ehtCv_JUAVdI,Basic Wall:_H-DW-1_12 cm:954593,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.53,27.23,30.33,26.50
13209,1k9$b5JAzDOvKgFtSj_0if,Basic Wall:_H-DW-1_12 cm:954665,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.60,29.15,30.03,26.50
13306,1k9$b5JAzDOvKgFtSj_0ja,Basic Wall:_H-DW-1_12 cm:954724,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.16,55.84,30.68,26.50
13392,1k9$b5JAzDOvKgFtSj_0X6,Basic Wall:_H-DW-1_12 cm:954950,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.66,12.27,30.68,26.50
13514,1k9$b5JAzDOvKgFtSj_0Zq,Basic Wall:_H-DW-1_12 cm:955124,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.68,26.50
13605,1TNJkwEJvD1QxgDsf_ab80,Basic Wall:_H-DW-1_12 cm:958908,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.01,18.29,30.68,26.50
13691,1TNJkwEJvD1QxgDsf_abCC,Basic Wall:_H-DW-1_12 cm:958910,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.33,23.88,30.68,26.50
13783,1TNJkwEJvD1QxgDsf_abEn,Basic Wall:_H-DW-1_12 cm:958911,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.54,80.33,30.68,26.50
13929,1TNJkwEJvD1QxgDsf_abmE,Basic Wall:_H-DW-1_12 cm:958912,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.09,19.71,30.68,26.50
14015,1TNJkwEJvD1QxgDsf_abmH,Basic Wall:_H-DW-1_12 cm:958913,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.33,23.88,30.68,26.50
14101,1TNJkwEJvD1QxgDsf_abma,Basic Wall:_H-DW-1_12 cm:958914,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.09,19.71,30.68,26.50
14187,1TNJkwEJvD1QxgDsf_abmf,Basic Wall:_H-DW-1_12 cm:958915,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.33,23.88,30.68,26.50
14273,1TNJkwEJvD1QxgDsf_abpR,Basic Wall:_H-DW-1_12 cm:958916,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.68,82.46,30.68,26.50
14359,1TNJkwEJvD1QxgDsf_abq7,Basic Wall:_H-DW-1_12 cm:958917,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.56,27.84,30.68,26.50
14445,1TNJkwEJvD1QxgDsf_abq0,Basic Wall:_H-DW-1_12 cm:958918,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.24,5.17,30.68,26.50
14531,1TNJkwEJvD1QxgDsf_abq1,Basic Wall:_H-DW-1_12 cm:958919,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.18,4.14,30.68,26.50
14617,1TNJkwEJvD1QxgDsf_abqK,Basic Wall:_H-DW-1_12 cm:958920,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.84,32.48,30.68,26.50
14703,1TNJkwEJvD1QxgDsf_abqL,Basic Wall:_H-DW-1_12 cm:958921,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.18,4.14,30.68,26.50
14789,1TNJkwEJvD1QxgDsf_abqM,Basic Wall:_H-DW-1_12 cm:958922,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.18,4.14,30.68,26.50
14875,3fJd3sCTXFe98WDGB3emiZ,Basic Wall:_H-DW-4_20 cm RX:966926,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,5.48,56.54,30.68,26.50
15101,3fJd3sCTXFe98WDGB3emhI,Basic Wall:_H-DW-1_12 cm:966927,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.16,21.07,30.68,26.50
15187,3fJd3sCTXFe98WDGB3emhH,Basic Wall:_H-DW-4_20 cm RX:966928,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,2.40,25.72,30.68,26.50
15340,3fJd3sCTXFe98WDGB3emhG,Basic Wall:_H-DW-4_20 cm RX:966929,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,2.40,25.72,30.68,26.50
15426,1iTVPmnsDB7uPNpK7XQ_lV,Basic Wall:_H-DW-1_12 cm:971892,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.63,28.87,30.68,26.50
15512,1iTVPmnsDB7uPNpK7XQ$NR,Basic Wall:_H-DW-1_12 cm:971894,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.38,24.65,30.68,26.50
15598,1iTVPmnsDB7uPNpK7XQ$KN,Basic Wall:_H-DW-1_12 cm:971895,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.38,24.65,30.68,26.50
15684,1iTVPmnsDB7uPNpK7XQ$IA,Basic Wall:_H-DW-1_12 cm:971896,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.54,45.15,30.68,26.50
15770,1iTVPmnsDB7uPNpK7XQ$H5,Basic Wall:_H-DW-1_12 cm:971899,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.38,24.65,30.68,26.50
15856,1iTVPmnsDB7uPNpK7XQ$VQ,Basic Wall:_H-DW-1_12 cm:971900,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.08,37.24,30.68,26.50
15942,1iTVPmnsDB7uPNpK7XQ$SG,Basic Wall:_H-DW-1_12 cm:971901,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.32,23.62,30.68,26.50
16028,1iTVPmnsDB7uPNpK7XQ$3d,Basic Wall:_H-DW-1_12 cm:972109,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.32,23.62,30.68,26.50
16114,1iTVPmnsDB7uPNpK7XQ$Dp,Basic Wall:_H-DW-1_12 cm:972505,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.38,24.65,30.68,26.50
16200,1iTVPmnsDB7uPNpK7XQ$AU,Basic Wall:_H-DW-1_12 cm:972596,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.94,34.92,30.68,26.50
16286,1iTVPmnsDB7uPNpK7XQ$9C,Basic Wall:_H-DW-1_12 cm:972774,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.38,24.65,30.68,26.50
16372,1iTVPmnsDB7uPNpK7XQ$tn,Basic Wall:_H-DW-1_12 cm:972891,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.94,17.17,30.68,26.50
16458,1iTVPmnsDB7uPNpK7XQ$$W,Basic Wall:_H-DW-1_12 cm:973386,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.33,23.88,30.68,26.50
16612,1iTVPmnsDB7uPNpK7XQ$w5,Basic Wall:_H-DW-1_12 cm:973615,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.90,50.82,30.68,26.50
16699,3US2CotSvEuufAhgWvRw1m,Basic Wall:_H-DW-1_12 cm:979798,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.13,89.48,17.23,13.00
16902,3US2CotSvEuufAhgWvRwCm,Basic Wall:_H-DW-1_12 cm:979799,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.26,74.09,17.13,13.00
16988,3US2CotSvEuufAhgWvRwDC,Basic Wall:_H-DW-3_12 cm CH_FB120':979800,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.71,13.91,17.23,13.00
17081,3US2CotSvEuufAhgWvRwD8,Basic Wall:_H-DW-1_12 cm:979801,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.48,26.32,17.13,13.00
17167,3US2CotSvEuufAhgWvRw9s,Basic Wall:_H-DW-1_12 cm:979802,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.54,27.43,17.13,13.00
17253,0CL3Uz5L9Di9ti4947eZTc,Basic Wall:_H-DW-1_12 cm:980057,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.09,38.00,17.13,13.00
17452,0CL3Uz5L9Di9ti4947eZTY,Basic Wall:_H-DW-1_12 cm:980061,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.92,34.63,17.23,13.00
17538,0CL3Uz5L9Di9ti4947eZTU,Basic Wall:_H-DW-2_12 cm FB120':980065,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,4.99,86.79,17.23,13.00
17631,0CL3Uz5L9Di9ti4947eZVv,Basic Wall:_H-DW-1_12 cm:980166,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.65,29.30,17.13,13.00
17717,0CL3Uz5L9Di9ti4947eZVG,Basic Wall:_H-DW-1_12 cm:980207,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.93,69.33,17.23,13.00
17831,0CL3Uz5L9Di9ti4947eZOQ,Basic Wall:_H-DW-1_12 cm:980261,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.74,65.75,17.13,13.00
17917,0CL3Uz5L9Di9ti4947eZO6,Basic Wall:_H-DW-2_12 cm FB120':980281,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.28,5.88,17.13,13.00
18226,0CL3Uz5L9Di9ti4947eZPB,Basic Wall:_H-DW-1_12 cm:980340,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.68,13.46,17.13,13.00
18312,0CL3Uz5L9Di9ti4947eZP7,Basic Wall:_H-DW-1_12 cm:980344,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.91,35.05,17.13,13.00
18398,0CL3Uz5L9Di9ti4947eZP3,Basic Wall:_H-DW-1_12 cm:980348,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.29,40.30,17.13,13.00
18484,0CL3Uz5L9Di9ti4947eZLi,Basic Wall:_H-DW-1_12 cm:980563,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.64,11.91,17.13,13.00
18570,0CL3Uz5L9Di9ti4947eZNy,Basic Wall:_H-DW-1_12 cm:980675,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.11,37.16,17.13,13.00
18656,0hm9wkFQDCUhp0$WAbu$6H,Basic Wall:_H-WL-2_7 cm:981561,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,1.40,41.39,30.68,26.50
18800,0hm9wkFQDCUhp0$WAbu$6S,Basic Wall:_H-BW-1 + H-WL-1:981566,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.70,38.76,30.68,26.50
19015,0hm9wkFQDCUhp0$WAbu$6V,Basic Wall:_H-DW-3_12 cm CH_FB120':981567,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,2.20,38.67,30.68,26.50
19108,0hm9wkFQDCUhp0$WAbu$6U,Basic Wall:_H-BW-1 + H-WL-1:981568,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,2.75,31.37,30.63,26.50
19315,0hm9wkFQDCUhp0$WAbu$tR,Basic Wall:_H-DW-1_12 cm:981747,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.17,39.06,30.68,26.50
19624,0hm9wkFQDCUhp0$WAbu$n3,Basic Wall:_H-DW-1_12 cm:981748,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.50,26.66,30.63,26.50
19710,0hm9wkFQDCUhp0$WAbu$pj,Basic Wall:_H-DW-1_12 cm:981749,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.96,70.00,30.63,26.50
19958,0hm9wkFQDCUhp0$WAbu$zu,Basic Wall:_H-DW-2_12 cm FB120':981750,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,4.46,77.45,30.63,26.50
20051,0hm9wkFQDCUhp0$WAbu$$x,Basic Wall:_H-DW-2_12 cm FB120':981751,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.45,8.64,30.63,26.50
20622,0hm9wkFQDCUhp0$WAbu$wO,Basic Wall:_H-DW-1_12 cm:981981,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.35,6.94,30.68,26.50
20708,0hm9wkFQDCUhp0$WAbu$bx,Basic Wall:_H-DW-4_20 cm RX:982078,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,7.65,78.34,30.63,26.50
20794,0hm9wkFQDCUhp0$WAbu$d2,Basic Wall:_H-DW-2_12 cm FB120':982151,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,2.40,43.44,30.63,26.50
21000,0hm9wkFQDCUhp0$WAbu$Z$,Basic Wall:_H-DW-1_12 cm:982458,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.29,5.91,30.68,26.50
21086,0hm9wkFQDCUhp0$WAbu$gv,Basic Wall:_H-DW-1_12 cm:983036,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.52,95.69,30.68,26.50
21172,0hm9wkFQDCUhp0$WAbuWNQ,Basic Wall:_H-DW-1_12 cm:983199,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.54,27.41,30.68,26.50
21258,0hm9wkFQDCUhp0$WAbuWMS,Basic Wall:_H-DW-1_12 cm:983257,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.00,18.16,30.68,26.50
21344,0hm9wkFQDCUhp0$WAbuWCK,Basic Wall:_H-DW-1_12 cm:984657,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.11,37.21,30.68,26.50
21430,0j9UzR6OTEle0TLH7AV3wP,Basic Wall:_H-DW-4_20 cm RX:986874,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,2.80,29.76,30.68,26.50
21591,0j9UzR6OTEle0TLH7AV3$f,Basic Wall:_H-DW-4_20 cm RX:987018,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,5.11,56.16,30.63,26.50
22052,0j9UzR6OTEle0TLH7AV22J,Basic Wall:_H-DW-1_12 cm:987376,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.56,10.68,30.68,26.50
22191,0j9UzR6OTEle0TLH7AV27u,Basic Wall:_H-DW-1_12 cm:987547,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.12,3.77,30.63,26.50
22335,0j9UzR6OTEle0TLH7AV27$,Basic Wall:_H-DW-1_12 cm:987548,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.19,4.31,30.63,26.50
22426,0j9UzR6OTEle0TLH7AV2AG,Basic Wall:_H-DW-2_12 cm FB120':987891,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.51,10.67,30.63,26.50
22519,0j9UzR6OTEle0TLH7AV2E9,Basic Wall:_H-DW-2_12 cm FB120':988138,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,6.06,107.42,30.63,26.50
22930,0j9UzR6OTEle0TLH7AV2P8,Basic Wall:_H-DW-1_12 cm:988715,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.11,37.21,30.68,26.50
23016,0j9UzR6OTEle0TLH7AV2OD,Basic Wall:_H-DW-1_12 cm:988782,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.11,37.21,30.68,26.50
23102,0ImrltZkL5QRBwotkiVs6Y,Basic Wall:_H-WL-2_7 cm:993481,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.29,9.02,17.13,13.00
23188,0ImrltZkL5QRBwotkiVs6X,Basic Wall:_H-WL-2_7 cm:993482,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.21,6.71,17.13,13.00
23308,0ImrltZkL5QRBwotkiVs6W,Basic Wall:_H-DW-2_12 cm FB120':993483,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.36,7.15,17.13,13.00
23401,0ImrltZkL5QRBwotkiVsHu,Basic Wall:_H-DW-1_12 cm:993526,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.95,34.51,17.23,13.00
23493,0ImrltZkL5QRBwotkiVsHt,Basic Wall:_H-DW-1_12 cm:993527,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.94,36.36,17.23,13.00
23813,0ImrltZkL5QRBwotkiVsHs,Basic Wall:_H-DW-1_12 cm:993528,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.82,66.91,17.23,13.00
24018,0ImrltZkL5QRBwotkiVsHr,Basic Wall:_H-DW-1_12 cm:993529,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.33,43.25,17.13,13.00
24389,0ImrltZkL5QRBwotkiVsHq,Basic Wall:_H-DW-1_12 cm:993530,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,6.71,115.94,17.23,13.00
24475,0ImrltZkL5QRBwotkiVsHp,Basic Wall:_H-DW-1_12 cm:993531,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.79,66.98,17.23,13.00
24589,0ImrltZkL5QRBwotkiVsHo,Basic Wall:_H-DW-1_12 cm:993532,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.90,33.51,17.23,13.00
24675,0ImrltZkL5QRBwotkiVsHn,Basic Wall:_H-DW-1_12 cm:993533,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.85,32.70,17.13,13.00
24761,0ImrltZkL5QRBwotkiVsHm,Basic Wall:_H-DW-1_12 cm:993534,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.90,33.51,17.23,13.00
24847,0ImrltZkL5QRBwotkiVskF,Basic Wall:_H-DW-1_12 cm:993535,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.65,12.08,17.13,13.00
24933,0ImrltZkL5QRBwotkiVsdt,Basic Wall:_H-DW-1_12 cm:993912,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.30,41.76,17.13,13.00
